,text_new,label
1480,C. b. graptogyne is also specifically listed as endangered on the Australian Environment Protection and Biodiversity Conservation Act 1999. ,0
1481,"Status of the red-tailed black cockatoo as a species, and as a subspecies, also varies from state to state within Australia. ",0
1482,"For example: Like many Australian cockatoos and parrots, the red-tailed black cockatoo is threatened by the thriving illegal trade in bird smuggling.  ",1
1483,High demand and high transit mortality mean that many more birds are taken from the wild than actually sold.  ,1
1484,"In 1997, the Northern Territory Government's Department of Natural Resources, Environment and The Arts (now defunct) proposed a plan for management of the trade in eggs and nestlings of C. b. macrorhynchus. ",0
1485,To date the plan has not been implemented. The Australian Senate inquiry into the Commercial Utilisation of Australian Native Wildlife concluded in early 1998 that routine capture and commercial use of adult wild birds should be prohibited.  ,1
1486,"The bird is part of an annual census, the Great Cocky count, that has been held every year since 2009 to track the population change of Red-tailed and other black cockatoos.  ",1
1487,"In the late 1990s, red-tailed black cockatoos fetched prices of $1750 in Australia and $8900 (~US$6000) overseas.   ",1
1488,"Hand-reared birds are able to learn a few words and can be quite affectionate, although males may become imprinted and unlikely to breed. ",0
1489,"Hand-raised birds can be bought for anywhere between $15,000 to $40,000 in the United States, where they are seldom seen in aviculture.  ",1
1490,"The red-tailed black cockatoo is the most commonly seen of the black cockatoos in captivity,  and can be hardy and long-lived if given plenty of space. ",1
1491,"Until now, most birds in captivity have been of subspecies C. b. banksii and C. b. samueli. ",0
1492,Birds were often previously bred without much attention to subspecies of origin. ,0
1493,"However, with an increase in interest in conservation, more aviculturists are concerned about maintaining the integrity of the separate subspecies in cultivation, and so avoid crossbreeding.  ",1
1494,The birds breed easily in captivity  and can lay eggs every 3 weeks between February and November. ,1
1495,"Once the female has one egg in her nest, she will not lay another. ",0
1496,The eyes of the young open around 3 weeks and the yellow down will show black pin feathers at about 6 weeks. ,0
1497,The best time for hand raising is at about 10 weeks when their black feathers are in place but the tail feathers are still short. ,0
1498,Young birds fledge after about 4 months and both sexes have the colouring of their mother. ,0
1499,Mature male birds will become aggressive to young male birds at puberty (4 years); they must be separated if caged.  ,1
1500,"The large and powerful bills of these birds can quickly and easily open a Brazil nut (normally requiring crushing in a vise or pounding with a hammer), shearing it as neatly as a laser. ",0
1501,They can also demolish a whole coconut with husk in 3 days. ,0
1502,"Captive breeding guidelines may be found in Husbandry Guidelines for the Red-tailed Black Cockatoo (Bennett, 2008).  ",1
1503,The red-tailed tropicbird (Phaethon rubricauda) is a seabird native to tropical parts of the Indian and Pacific Oceans. ,0
1504,"One of three closely related species of tropicbird (Phaethontidae), it was described by Pieter Boddaert in 1783. ",0
1505,"Superficially resembling a tern in appearance, it has almost all-white plumage with a black mask and a red bill. ",0
1506,"As referenced in the common name, adults have red tail streamers that are about twice their body length. ",0
1507,"Four subspecies are recognised, but there is evidence of clinal variation in body sizeâwith smaller birds in the north and larger in the southâand hence no grounds for subspecies. ",0
1508,The red-tailed tropicbird eats fishâmainly flying fish and squidâafter catching them by plunge-diving into the ocean. ,0
1509,"Nesting takes place in loose colonies on oceanic islands; the nest itself is a scrape found on a cliff face, in a crevice, or on a sandy beach. ",0
1510,"A single egg is laid, then is incubated by both sexes for about six weeks. ",0
1511,"The parents make long food-foraging trips of about 150 hours during incubation, but once the chick has hatched, the parents specialize their foraging: one forages for the chick for a few hours at a time, while the other makes much longer trips to feed themselves. ",0
1512,"This bird is considered to be a least-concern species according to the International Union for Conservation of Nature (IUCN), though it is adversely affected by human contact. ",0
1513,Rats and feral cats prey on eggs and young at nesting sites. ,0
1514,The bird's tail streamers were once prized by some Hawaiian and Maori peoples. ,0
1515,"The British naturalist Sir Joseph Banks encountered the red-tailed tropicbird on the Pacific Ocean in March 1769 on James Cook's first voyage, noting that it was a different species to the familiar red-billed tropicbird. ",0
1516,"It was the French polymath Georges-Louis Leclerc, Comte de Buffon who formally described the species in his Histoire Naturelle des Oiseaux in 1781, noting it was a native of  Isle de France (Mauritius).  ",1
1517,The bird was also illustrated in a hand-coloured plate engraved by FrancÌ§ois-Nicolas Martinet in the Planches EnlumineÌes D'Histoire Naturelle which was produced under the supervision of Edme-Louis Daubenton to accompany Buffon's text.  ,1
1518,"The genus name is derived from Ancient Greek phaethon, ""sun"", while the species epithet comes from the Latin words ruber ""red"" and cauda ""tail"".  ",1
1519,"English ornithologist John Latham wrote about the red-tailed tropicbird in 1785 in his General Synopsis of Birds, recording it as common in Mauritius and the South Pacific. ",0
1520,The British naturalist Walter Rothschild reviewed the described names and specimens in 1900 and concluded that the original use of P. erubescens was a nomen nudum. ,0
1521,"He concluded that the populations of Lord Howe, Norfolk and Kermadec Islands belonged to a distinct subspecies which he named P. rubicauda erubescens, due to their larger overall size, more robust bill and prominent reddish tinge to their plumage. ",0
1522,"The Australian amateur ornithologist Gregory Mathews then applied the name P. rubicauda roseotinctus to Rothschild's P. rubicauda erubescens.  ""Red-tailed tropicbird"" has been designated the official name by the International Ornithologists' Union (IOC).  ",1
1523,"Other common names include red-tailed bos'nbird or silver bos'nbird, the names derived from the semblance of the tail feathers to a boatswain's marlin spikes, and strawtail.  ",1
